index	iid	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	Group Label	Version ID	Master ID	Publication	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990Â¬Â±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Locality	Country	Lat.	Long.	Data source	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex	Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)	ASSESSMENT	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, ""QUESTIONABLE"" for 0.01-0.03, and recorded but passed if 0.03-0.05; libraries with fully-treated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.03, ""QUESTIONABLE"" if 0.03-0.06, and recorded but passed if 0.06-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Skeletal code	Skeletal element	Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing: GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]	Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)	Date BP	Date BP (SE)	Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE	Age at Death Estimate	Group ID	No. Libraries	SNPs	Mean length of shotgun sequences (merged data)	Family ID and position within family	Y haplogroup	Y haplogroup (manual curation in terminal mutation format)	Y haplogroup (manual curation in ISOGG format)	mtDNA coverage (merged data)	mtDNA haplogroup	mtDNA match to consensus if ≥2 coverage (merged data)	Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)	Sex ratio [Y/(Y+X) counts] (merged data)	Xcontam ANGSD SNPs (only if male)	Xcontam ANGSD MOM point estimate (only if male and ≥200)	Xcontam ANGSD MOM Z-score (only if male and ≥200)	Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and ≥200)	contamLD est	contamLD s.e.	contamLD warning	contamLD s.e..1	LibraryID(s)	"ASSESSMENT REASONING (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.98: 0.9-0.95 is ""QUESTIONABLE""; <0.9 is ""QUESTIONABLE_CRITICAL"", questionable status gets overriden by ANGSD with PASS if upper bound of contamination is <0.01 and QUESTIONABLE if upper bound is 0.01-0.05) (damage for ds.half is ""QUESTIONABLE_CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1) (sexratio is QUESTIONABLE if [0.03,0.10] or [0.30,0.35); QUESTIONABLE_CRITICAL/FAIL if (0.10,0.30))"	Steppe	WHG	Farmer	Steppe(SE)	WHG(SE)	Farmer(SE)
887	NA17376	-0.0162	-0.0022	-0.024	-0.0116	0.0007	-0.0016	0.0096	-0.005	-0.0018	-0.0006	Greek	NA17376	NA17376	LazaridisNature2014	..	..	Greece	37.96666667	23.71666667	6	..	591903	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Greek	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
888	NA13626	-0.0088	-0.0554	-0.0108	-0.0098	-0.0071	-0.0119	0.0043	0.0035	-0.0084	-0.0005	Adygei	NA13626	NA13626	PattersonGenetics2012	..	Krasnodar, Caucasus	Russia	44	39	6	..	591622	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Adygei	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
889	NA15206	0.0244	0.0026	0.0019	-0.0025	-0.0013	-0.0006	0.0049	-0.0005	0.002	0.0034	Hungarian	NA15206	NA15206	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	591964	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
890	NA15729	0.0281	0.001	0.0111	-0.0005	-0.0009	0.0027	-0.0066	0.0034	-0.0007	0.0017	Czech	NA15729	NA15729	LazaridisNature2014	..	Pre-1989	Czechoslovakia	50.1	14.4	6	..	592440	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Czech	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
891	NA15758	0.0322	0.0006	0.0104	-0.0032	-0.0014	-0.0005	0.0011	0.0016	0	0.0045	Icelandic	NA15758	NA15758	LazaridisNature2014	..	..	Iceland	64.13333333	-21.93333333	6	..	592327	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Icelandic	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
892	NA15766	0.0337	0.0045	0.0032	-0.0053	-0.0041	-0.0025	0.0048	0.001	0.0001	-0.002	Icelandic	NA15766	NA15766	LazaridisNature2014	..	..	Iceland	64.13333333	-21.93333333	6	..	592044	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Icelandic	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
893	NA17377	0.0051	-0.0001	-0.0113	-0.01	-0.002	-0.0003	0.0012	0.0011	0.0002	0.0043	Greek	NA17377	NA17377	LazaridisNature2014	..	..	Greece	37.96666667	23.71666667	6	..	592359	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Greek	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
894	NA15199	0.0269	0.0016	0.0071	0.0016	0.0015	0.0014	0.0055	0.0032	0.0038	0.0041	Hungarian	NA15199	NA15199	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	591414	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
895	NA15207	0.0244	-0.0057	0.0104	0.0008	0.001	0.002	-0.0061	-0.0019	0.0029	0.0043	Hungarian	NA15207	NA15207	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	592164	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
896	NA15730	0.0274	0.0019	0.0082	-0.0069	0.001	-0.0031	0.0007	0.0075	0.0047	-0.0023	Czech	NA15730	NA15730	LazaridisNature2014	..	Pre-1989	Czechoslovakia	50.1	14.4	6	..	592283	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Czech	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
897	NA15759	0.0342	0.0061	0.0036	-0.002	-0.0016	-0.0003	0.0009	-0.001	0.0009	0.0009	Icelandic	NA15759	NA15759	LazaridisNature2014	..	..	Iceland	64.13333333	-21.93333333	6	..	592386	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Icelandic	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
898	NA15200	0.0279	0.0008	0.0161	0.0022	0.0016	-0.0022	-0.0056	0.0009	0.0012	0.001	Hungarian	NA15200	NA15200	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	591539	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
899	NA15208	0.0265	0.004	0.0083	0.0007	-0.0021	0.0021	-0.0049	0.0013	0.0022	0.0012	Hungarian	NA15208	NA15208	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	592200	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
900	NA15731	0.0311	-0.0013	0.01	-0.0014	0.0001	0.0028	-0.0053	0.0044	-0.002	-0.0002	Czech	NA15731	NA15731	LazaridisNature2014	..	Pre-1989	Czechoslovakia	50.1	14.4	6	..	592093	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Czech	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
901	NA15760	0.0341	0.0031	0.0087	0.0024	-0.0009	-0.0012	0.0008	-0.0027	-0.0021	0.0011	Icelandic	NA15760	NA15760	LazaridisNature2014	..	..	Iceland	64.13333333	-21.93333333	6	..	591733	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Icelandic	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
902	NA15201	0.0247	0.0003	0.0048	0.0022	0.0035	0.0003	-0.0018	0.0001	-0.0011	0.0001	Hungarian	NA15201	NA15201	LazaridisNature2014	..	..	Hungary	47.5	19.1	6	..	591619	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Hungarian	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
903	NA15724	0.0315	-0.0011	0.0112	0.0006	0	0.0058	-0.0073	-0.0002	-0.0016	0.0004	Czech	NA15724	NA15724	LazaridisNature2014	..	Pre-1989	Czechoslovakia	50.1	14.4	6	..	591875	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Czech	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
904	NA15732	0.0322	-0.0046	0.0154	0.003	-0.0025	-0.0038	0	0.0052	0.0022	0.0039	Czech	NA15732	NA15732	LazaridisNature2014	..	Pre-1989	Czechoslovakia	50.1	14.4	6	..	592145	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Czech	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
905	NA15761	0.0352	0.0021	0.0096	-0.003	-0.0026	-0.0036	-0.0042	0.0033	0.0038	0.0013	Icelandic	NA15761	NA15761	LazaridisNature2014	..	..	Iceland	64.13333333	-21.93333333	6	..	592236	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Icelandic	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
906	NA17372	-0.0033	0.0017	-0.0083	-0.0027	0.0043	-0.0065	0.0019	-0.0027	-0.0004	0.004	Greek	NA17372	NA17372	LazaridisNature2014	..	..	Greece	37.96666667	23.71666667	6	..	592337	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Greek	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
907	HG00103	0.0322	0.0084	0.0021	0.0001	0.0009	0.0014	0.002	0.0018	0.0004	0.0069	Scottish	HG00103	HG00103	LazaridisNature2014	..	Argyll and Bute	United Kingdom	56.04	-5.44	6	..	590953	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
908	HG00103	0.0322	0.0084	0.0021	0.0001	0.0009	0.0014	0.002	0.0018	0.0004	0.0069	Scottish	HG00103.SG	HG00103	1KGPhase3	present	Scotland, Argyll and Bute	United Kingdom	..	..	Shotgun	..	1127234	M	..	PASS	..	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
909	HG00104	0.0281	0.0037	-0.0017	-0.0045	0.0003	0.0032	-0.003	-0.0036	-0.0055	0.0029	Scottish	HG00104	HG00104	LazaridisNature2014	..	Argyll and Bute	United Kingdom	56.04	-4.44	6	..	592028	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
910	HG00105	0.0321	0.0092	0.0039	-0.0038	-0.0053	-0.0061	0.0037	0.0021	-0.001	0.0029	Scottish	HG00105	HG00105	LazaridisNature2014	..	Argyll and Bute	United Kingdom	56.04	-3.44	6	..	592035	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
911	HG00105	0.0321	0.0092	0.0039	-0.0038	-0.0053	-0.0061	0.0037	0.0021	-0.001	0.0029	Scottish	HG00105.SG	HG00105	1KGPhase3	present	Scotland, Argyll and Bute	United Kingdom	..	..	Shotgun	..	1142498	M	..	PASS	..	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
912	HG00106	0.0317	0.0044	0.001	-0.0035	-0.0013	-0.0012	0.002	-0.0088	-0.0041	0.0005	Scottish	HG00106	HG00106	LazaridisNature2014	..	Argyll and Bute	United Kingdom	56.04	-2.44	6	..	592373	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
913	HG00106	0.0317	0.0044	0.001	-0.0035	-0.0013	-0.0012	0.002	-0.0088	-0.0041	0.0005	Scottish	HG00106.SG	HG00106	1KGPhase3	present	Scotland, Argyll and Bute	United Kingdom	..	..	Shotgun	..	1146097	F	..	PASS	..	..	..	..	..	0	0	..	..	Scottish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
914	HG00128	0.0283	0.0114	-0.0041	-0.0036	-0.0023	-0.0034	0.0033	-0.0035	0.0025	0.0038	English	HG00128	HG00128	LazaridisNature2014	..	Kent	United Kingdom	51.19	0.73	6	..	592340	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
915	HG00128	0.0283	0.0114	-0.0041	-0.0036	-0.0023	-0.0034	0.0033	-0.0035	0.0025	0.0038	English	HG00128.SG	HG00128	1KGPhase3	present	England, Kent	United Kingdom	..	..	Shotgun	..	1141323	F	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
916	HG00129	0.03	0.0106	0.0005	-0.0064	-0.004	-0.0046	0.0001	-0.0006	-0.0029	-0.0026	English	HG00129	HG00129	LazaridisNature2014	..	Kent	United Kingdom	51.19	0.73	6	..	591640	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
917	HG00129	0.03	0.0106	0.0005	-0.0064	-0.004	-0.0046	0.0001	-0.0006	-0.0029	-0.0026	English	HG00129.SG	HG00129	1KGPhase3	present	England, Kent	United Kingdom	..	..	Shotgun	..	1143703	M	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
918	HG00130	0.0266	0.0095	-0.0046	-0.0035	-0.0045	-0.0015	-0.0011	-0.0044	0.0027	-0.0015	English	HG00130	HG00130	LazaridisNature2014	..	Kent	United Kingdom	51.19	0.73	6	..	592430	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
919	HG00130	0.0266	0.0095	-0.0046	-0.0035	-0.0045	-0.0015	-0.0011	-0.0044	0.0027	-0.0015	English	HG00130.SG	HG00130	1KGPhase3	present	England, Kent	United Kingdom	..	..	Shotgun	..	1113772	F	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
920	HG00131	0.0271	0.0094	-0.001	-0.0023	-0.0044	-0.0017	0.0035	0.0031	0.0006	-0.0052	English	HG00131	HG00131	LazaridisNature2014	..	Kent	United Kingdom	51.19	0.73	6	..	591923	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
921	HG00131	0.0271	0.0094	-0.001	-0.0023	-0.0044	-0.0017	0.0035	0.0031	0.0006	-0.0052	English	HG00131.SG	HG00131	1KGPhase3	present	England, Kent	United Kingdom	..	..	Shotgun	..	1109193	M	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
922	HG00233	0.0285	0.0157	-0.0036	-0.0031	-0.0006	0.0018	0.0051	0.0025	-0.0042	-0.0015	English	HG00233	HG00233	LazaridisNature2014	..	Cornwall	United Kingdom	50.3	-4.9	6	..	592448	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
923	HG00233	0.0285	0.0157	-0.0036	-0.0031	-0.0006	0.0018	0.0051	0.0025	-0.0042	-0.0015	English	HG00233.SG	HG00233	1KGPhase3	present	England, Cornwall	United Kingdom	..	..	Shotgun	..	1110908	F	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
924	HG00234	0.0296	0.0084	-0.0037	-0.0075	0.0003	0.0016	-0.0028	0.002	-0.0033	0.0019	English	HG00234	HG00234	LazaridisNature2014	..	Cornwall	United Kingdom	50.3	-4.9	6	..	592076	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
925	HG00234	0.0296	0.0084	-0.0037	-0.0075	0.0003	0.0016	-0.0028	0.002	-0.0033	0.0019	English	HG00234.SG	HG00234	1KGPhase3	present	England, Cornwall	United Kingdom	..	..	Shotgun	..	1141753	M	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
926	HG00232	0.0276	0.0106	-0.0055	-0.0021	-0.0016	0.0005	0.0056	0.003	0.0008	-0.0013	English	HG00232	HG00232	LazaridisNature2014	..	Cornwall	United Kingdom	50.3	-4.9	6	..	592310	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
927	HG00232	0.0276	0.0106	-0.0055	-0.0021	-0.0016	0.0005	0.0056	0.003	0.0008	-0.0013	English	HG00232.SG	HG00232	1KGPhase3	present	England, Cornwall	United Kingdom	..	..	Shotgun	..	1006679	F	..	PASS	..	..	..	..	..	0	0	..	..	English	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
928	HG01500	0.0095	0.0311	-0.0103	0.0029	0.0054	0.0047	0.0003	-0.0061	0.0028	-0.0035	Spanish	HG01500	HG01500	LazaridisNature2014	..	Castilla_y_Leon	Spain	41.4	-4.5	6	..	592160	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
929	HG01500	0.0095	0.0311	-0.0103	0.0029	0.0054	0.0047	0.0003	-0.0061	0.0028	-0.0035	Spanish	HG01500.SG	HG01500	1KGPhase3	present	Castilla y Leon	Spain	..	..	Shotgun	..	1098946	M	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
930	HG01501	0.0102	0.0313	-0.0064	0.0073	-0.0002	-0.0015	0.0043	-0.0058	-0.0059	-0.0011	Spanish	HG01501	HG01501	LazaridisNature2014	..	Castilla_y_Leon	Spain	41.4	-4.5	6	..	592137	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
931	HG01501	0.0102	0.0313	-0.0064	0.0073	-0.0002	-0.0015	0.0043	-0.0058	-0.0059	-0.0011	Spanish	HG01501.SG	HG01501	1KGPhase3	present	Castilla y Leon	Spain	..	..	Shotgun	..	1094174	F	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
932	HG01503	0.0141	0.0306	-0.0178	0.0028	0.0018	-0.004	0.0022	-0.0005	-0.0033	-0.0009	Spanish	HG01503	HG01503	LazaridisNature2014	..	Castilla_la_Mancha	Spain	39.9	-4	6	..	591827	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
933	HG01503	0.0141	0.0306	-0.0178	0.0028	0.0018	-0.004	0.0022	-0.0005	-0.0033	-0.0009	Spanish	HG01503.SG	HG01503	1KGPhase3	present	Castilla la Mancha	Spain	..	..	Shotgun	..	1090124	M	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
934	HG01504	0.0101	0.0377	-0.0169	0.002	-0.0007	-0.0038	0.0059	0.0081	-0.0042	-0.0019	Spanish	HG01504	HG01504	LazaridisNature2014	..	Castilla_la_Mancha	Spain	39.9	-4	6	..	592309	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
935	HG01504	0.0101	0.0377	-0.0169	0.002	-0.0007	-0.0038	0.0059	0.0081	-0.0042	-0.0019	Spanish	HG01504.SG	HG01504	1KGPhase3	present	Castilla la Mancha	Spain	..	..	Shotgun	..	1126227	F	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
936	HG01506	0.0124	0.0315	-0.0145	0.0005	-0.0058	0.0013	-0.0013	0.001	0.0022	-0.0028	Spanish	HG01506	HG01506	LazaridisNature2014	..	Castilla_y_Leon	Spain	41.4	-4.5	6	..	592343	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
937	HG01506	0.0124	0.0315	-0.0145	0.0005	-0.0058	0.0013	-0.0013	0.001	0.0022	-0.0028	Spanish	HG01506.SG	HG01506	1KGPhase3	present	Castilla y Leon	Spain	..	..	Shotgun	..	1125364	M	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
938	HG01507	0.0144	0.0314	-0.0145	0.0032	0.0032	0.0038	0.0007	-0.0053	-0.0029	-0.0015	Spanish	HG01507	HG01507	LazaridisNature2014	..	Castilla_y_Leon	Spain	41.4	-4.5	6	..	592464	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
939	HG01507	0.0144	0.0314	-0.0145	0.0032	0.0032	0.0038	0.0007	-0.0053	-0.0029	-0.0015	Spanish	HG01507.SG	HG01507	1KGPhase3	present	Castilla y Leon	Spain	..	..	Shotgun	..	1110504	F	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
940	HG01509	0.0078	0.0338	-0.0114	-0.0077	-0.0008	-0.0041	0.0033	0.005	0.0011	-0.0012	Spanish	HG01509	HG01509	LazaridisNature2014	..	Extremadura	Spain	39	-6	6	..	592157	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
941	HG01509	0.0078	0.0338	-0.0114	-0.0077	-0.0008	-0.0041	0.0033	0.005	0.0011	-0.0012	Spanish	HG01509.SG	HG01509	1KGPhase3	present	Extremadura	Spain	..	..	Shotgun	..	1135908	M	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
942	HG01510	0.0137	0.0294	-0.0109	-0.0053	-0.0006	-0.0048	0.0018	0.0025	-0.005	0.0026	Spanish	HG01510	HG01510	LazaridisNature2014	..	Extremadura	Spain	39	-6	6	..	591890	F	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
943	HG01510	0.0137	0.0294	-0.0109	-0.0053	-0.0006	-0.0048	0.0018	0.0025	-0.005	0.0026	Spanish	HG01510.SG	HG01510	1KGPhase3	present	Extremadura	Spain	..	..	Shotgun	..	1088754	F	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
944	HG01512	0.0191	0.033	-0.017	-0.0012	-0.0065	-0.0051	0.0076	0.0008	-0.0048	-0.0104	Spanish	HG01512	HG01512	LazaridisNature2014	..	Cantabria	Spain	43.3	-4	6	..	592433	M	..	PASS	genotyping	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
945	HG01512	0.0191	0.033	-0.017	-0.0012	-0.0065	-0.0051	0.0076	0.0008	-0.0048	-0.0104	Spanish	HG01512.SG	HG01512	1KGPhase3	present	Cantabria	Spain	..	..	Shotgun	..	1115996	M	..	PASS	..	..	..	..	..	0	0	..	..	Spanish	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
